category,series_name,period,value
,        U.S. Housing Permits,Unnamed: 10,1735.416667
,        U.S. Housing Permits,Unnamed: 11,1478.25
,        U.S. Housing Permits,Unnamed: 12,1386.166667
,        U.S. Housing Permits,Unnamed: 13,1327.833333
,        U.S. Housing Permits,Unnamed: 14,1286.25
,        U.S. Housing Permits,Unnamed: 15,1205.666667
,        U.S. Housing Permits,Unnamed: 16,1177.416667
,        U.S. Housing Permits,Unnamed: 17,1052.083333
,        U.S. Housing Permits,Unnamed: 18,988.0
,        U.S. Housing Permits,Unnamed: 19,828.5
,        U.S. Housing Permits,Unnamed: 20,624.0
,        U.S. Housing Permits,Unnamed: 21,603.6666667
,        U.S. Housing Permits,Unnamed: 22,582.0
,        U.S. Housing Permits,Unnamed: 23,895.8333333
,        U.S. Housing Permits,Unnamed: 24,1391.5
,        U.S. Housing Permits,Unnamed: 25,1843.666667
,        U.S. Housing Permits,Unnamed: 26,2160.083333
,        U.S. Housing Permits,Unnamed: 27,2057.583333
,        U.S. Housing Permits,Unnamed: 28,1888.416667
,        U.S. Housing Permits,Unnamed: 29,1749.0
,        U.S. Housing Permits,Unnamed: 30,1637.166667
,        U.S. Housing Permits,Unnamed: 31,1598.333333
,        U.S. Housing Permits,Unnamed: 32,1663.916667
,        U.S. Housing Permits,Unnamed: 33,1619.416667
,        U.S. Housing Permits,Unnamed: 34,1442.25
,        U.S. Housing Permits,Unnamed: 35,1419.083333
,        U.S. Housing Permits,Unnamed: 36,1335.833333
,        U.S. Housing Permits,Unnamed: 37,1366.916667
,        U.S. Housing Permits,Unnamed: 38,1207.25
,        U.S. Housing Permits,Unnamed: 39,1098.0
,        U.S. Housing Permits,Unnamed: 40,945.6666667
,        U.S. Housing Permits,Unnamed: 41,1123.666667
,        U.S. Housing Permits,Unnamed: 42,1350.333333
,        U.S. Housing Permits,Unnamed: 43,1452.083333
,        U.S. Housing Permits,Unnamed: 44,1541.333333
,        U.S. Housing Permits,Unnamed: 6,1412.2
,        U.S. Housing Permits,Unnamed: 7,1473.916667
,        U.S. Housing Permits,Unnamed: 8,1515.916667
,        U.S. Housing Permits,Unnamed: 9,1684.166667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 10,5.425
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 11,5.056666667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 12,4.745833333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 13,4.735833333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 14,4.904166667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 15,4.821666667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 16,4.623333333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 17,4.3325
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 18,4.475
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 19,4.125
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 20,3.791666667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 21,3.705
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 22,3.868333333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 23,3.655
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 24,4.418333333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 25,5.711666667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 26,6.180833333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 27,5.914166667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 28,5.443333333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 29,4.9975
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 30,4.726666667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 31,4.614166667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 32,4.635833333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 33,4.491666667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 34,3.9725
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 35,3.7825
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 36,3.514166667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 37,3.554166667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 38,3.420833333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 39,3.143333333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 40,2.866666667
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 41,2.920833333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 42,3.0325
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 43,3.51
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 44,3.435
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 6,3.705833333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 7,3.673333333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 8,3.675833333
,        U.S.Exist. Home Sales ('000 Units),Unnamed: 9,4.531666667
,        United States - Industrial Production Yoy % SA,Unnamed: 10,99.2876
,        United States - Industrial Production Yoy % SA,Unnamed: 11,95.0885
,        United States - Industrial Production Yoy % SA,Unnamed: 12,102.3463
,        United States - Industrial Production Yoy % SA,Unnamed: 13,103.163
,        United States - Industrial Production Yoy % SA,Unnamed: 14,100.0
,        United States - Industrial Production Yoy % SA,Unnamed: 15,98.7988
,        United States - Industrial Production Yoy % SA,Unnamed: 16,100.972
,        United States - Industrial Production Yoy % SA,Unnamed: 17,102.4476
,        United States - Industrial Production Yoy % SA,Unnamed: 18,99.4844
,        United States - Industrial Production Yoy % SA,Unnamed: 19,97.5409
,        United States - Industrial Production Yoy % SA,Unnamed: 20,94.6396
,        United States - Industrial Production Yoy % SA,Unnamed: 21,91.737
,        United States - Industrial Production Yoy % SA,Unnamed: 22,86.8996
,        United States - Industrial Production Yoy % SA,Unnamed: 23,98.1173
,        United States - Industrial Production Yoy % SA,Unnamed: 24,101.572
,        United States - Industrial Production Yoy % SA,Unnamed: 25,98.9953
,        United States - Industrial Production Yoy % SA,Unnamed: 26,96.7388
,        United States - Industrial Production Yoy % SA,Unnamed: 27,93.5959
,        United States - Industrial Production Yoy % SA,Unnamed: 28,91.2577
,        United States - Industrial Production Yoy % SA,Unnamed: 29,90.0246
,        United States - Industrial Production Yoy % SA,Unnamed: 30,89.7503
,        United States - Industrial Production Yoy % SA,Unnamed: 31,92.5072
,        United States - Industrial Production Yoy % SA,Unnamed: 32,89.3241
,        United States - Industrial Production Yoy % SA,Unnamed: 33,85.4826
,        United States - Industrial Production Yoy % SA,Unnamed: 34,80.7444
,        United States - Industrial Production Yoy % SA,Unnamed: 35,75.2524
,        United States - Industrial Production Yoy % SA,Unnamed: 36,71.9404
,        United States - Industrial Production Yoy % SA,Unnamed: 37,68.7036
,        United States - Industrial Production Yoy % SA,Unnamed: 38,65.2627
,        United States - Industrial Production Yoy % SA,Unnamed: 39,63.1799
,        United States - Industrial Production Yoy % SA,Unnamed: 40,61.4172
,        United States - Industrial Production Yoy % SA,Unnamed: 41,62.4046
,        United States - Industrial Production Yoy % SA,Unnamed: 42,61.8182
,        United States - Industrial Production Yoy % SA,Unnamed: 43,61.2685
,        United States - Industrial Production Yoy % SA,Unnamed: 44,58.2505
,        United States - Industrial Production Yoy % SA,Unnamed: 6,101.4145
,        United States - Industrial Production Yoy % SA,Unnamed: 7,100.1058
,        United States - Industrial Production Yoy % SA,Unnamed: 8,100.7643
,        United States - Industrial Production Yoy % SA,Unnamed: 9,100.98
,        United States - PMI SA,Unnamed: 10,58.3
,        United States - PMI SA,Unnamed: 11,60.2
,        United States - PMI SA,Unnamed: 12,47.9
,        United States - PMI SA,Unnamed: 13,54.9
,        United States - PMI SA,Unnamed: 14,59.7
,        United States - PMI SA,Unnamed: 15,54.4
,        United States - PMI SA,Unnamed: 16,48.7
,        United States - PMI SA,Unnamed: 17,55.7
,        United States - PMI SA,Unnamed: 18,56.5
,        United States - PMI SA,Unnamed: 19,50.1
,        United States - PMI SA,Unnamed: 20,53.0
,        United States - PMI SA,Unnamed: 21,56.6
,        United States - PMI SA,Unnamed: 22,55.8
,        United States - PMI SA,Unnamed: 23,34.5
,        United States - PMI SA,Unnamed: 24,50.1
,        United States - PMI SA,Unnamed: 25,51.4
,        United States - PMI SA,Unnamed: 26,55.1
,        United States - PMI SA,Unnamed: 27,57.2
,        United States - PMI SA,Unnamed: 28,60.1
,        United States - PMI SA,Unnamed: 29,51.6
,        United States - PMI SA,Unnamed: 30,45.3
,        United States - PMI SA,Unnamed: 31,43.9
,        United States - PMI SA,Unnamed: 32,57.8
,        United States - PMI SA,Unnamed: 33,46.8
,        United States - PMI SA,Unnamed: 34,54.5
,        United States - PMI SA,Unnamed: 35,55.2
,        United States - PMI SA,Unnamed: 36,46.2
,        United States - PMI SA,Unnamed: 37,56.1
,        United States - PMI SA,Unnamed: 38,55.6
,        United States - PMI SA,Unnamed: 39,54.2
,        United States - PMI SA,Unnamed: 40,46.8
,        United States - PMI SA,Unnamed: 41,40.8
,        United States - PMI SA,Unnamed: 42,47.4
,        United States - PMI SA,Unnamed: 43,56.0
,        United States - PMI SA,Unnamed: 44,61.0
,        United States - PMI SA,Unnamed: 5,52.6
,        United States - PMI SA,Unnamed: 6,47.9
,        United States - PMI SA,Unnamed: 7,49.2
,        United States - PMI SA,Unnamed: 8,46.9
,        United States - PMI SA,Unnamed: 9,48.0
