region,metric,period,value
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 10,207.8490625
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 11,212.1287879
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 12,249.2070312
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 13,300.8650794
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 14,324.9998438
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 15,263.3928125
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 16,240.5319048
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 17,334.5839063
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 18,287.0870313
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 19,256.7345455
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 20,434.1919355
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 21,463.5758065
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 22,337.8310606
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 23,259.9481818
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 24,141.6640625
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 25,131.1803175
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 26,114.2336923
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 27,120.5192308
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 28,117.1820968
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 29,153.6676563
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 30,144.1249231
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 31,158.4135385
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 32,199.1190476
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 33,202.0634921
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 34,216.8769231
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 35,186.7615385
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 36,188.5625
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 37,218.8650794
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 38,198.640625
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 39,180.8984375
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 40,172.9136508
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 41,169.2001563
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 42,249.1025
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 43,123.2175758
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 44,91.2596875
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 45,77.31793651
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 46,77.24353846
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 47,84.145
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 48,90.40354839
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 49,108.4060317
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 5,237.7061905
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 50,114.0875385
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 51,116.4671429
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 6,202.5143077
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 7,189.0630303
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 8,183.426875
Europe,        Aus Coking Coal Futures Active Contract (USD/MT),Unnamed: 9,187.5646774
Europe,        EUR/USD Rate,Unnamed: 10,1.0666
Europe,        EUR/USD Rate,Unnamed: 11,1.0987
Europe,        EUR/USD Rate,Unnamed: 12,1.0767
Europe,        EUR/USD Rate,Unnamed: 13,1.0859
Europe,        EUR/USD Rate,Unnamed: 14,1.0764
Europe,        EUR/USD Rate,Unnamed: 15,1.088
Europe,        EUR/USD Rate,Unnamed: 16,1.0888
Europe,        EUR/USD Rate,Unnamed: 17,1.0732
Europe,        EUR/USD Rate,Unnamed: 18,1.022
Europe,        EUR/USD Rate,Unnamed: 19,1.0067
Europe,        EUR/USD Rate,Unnamed: 20,1.0647
Europe,        EUR/USD Rate,Unnamed: 21,1.1218
Europe,        EUR/USD Rate,Unnamed: 22,1.1433
Europe,        EUR/USD Rate,Unnamed: 23,1.1786
Europe,        EUR/USD Rate,Unnamed: 24,1.2052
Europe,        EUR/USD Rate,Unnamed: 25,1.2051
Europe,        EUR/USD Rate,Unnamed: 26,1.193
Europe,        EUR/USD Rate,Unnamed: 27,1.1691
Europe,        EUR/USD Rate,Unnamed: 28,1.1013
Europe,        EUR/USD Rate,Unnamed: 29,1.1029
Europe,        EUR/USD Rate,Unnamed: 30,1.1073
Europe,        EUR/USD Rate,Unnamed: 31,1.1117
Europe,        EUR/USD Rate,Unnamed: 32,1.1234
Europe,        EUR/USD Rate,Unnamed: 33,1.1357
Europe,        EUR/USD Rate,Unnamed: 34,1.1408
Europe,        EUR/USD Rate,Unnamed: 35,1.1629
Europe,        EUR/USD Rate,Unnamed: 36,1.1916
Europe,        EUR/USD Rate,Unnamed: 37,1.2288
Europe,        EUR/USD Rate,Unnamed: 38,1.1778
Europe,        EUR/USD Rate,Unnamed: 39,1.1754
Europe,        EUR/USD Rate,Unnamed: 40,1.1013
Europe,        EUR/USD Rate,Unnamed: 41,1.0654
Europe,        EUR/USD Rate,Unnamed: 42,1.0779
Europe,        EUR/USD Rate,Unnamed: 43,1.1163
Europe,        EUR/USD Rate,Unnamed: 44,1.1292
Europe,        EUR/USD Rate,Unnamed: 45,1.1041
Europe,        EUR/USD Rate,Unnamed: 46,1.0952
Europe,        EUR/USD Rate,Unnamed: 47,1.1125
Europe,        EUR/USD Rate,Unnamed: 48,1.1069
Europe,        EUR/USD Rate,Unnamed: 49,1.1268
Europe,        EUR/USD Rate,Unnamed: 5,1.1748
Europe,        EUR/USD Rate,Unnamed: 50,1.2488
Europe,        EUR/USD Rate,Unnamed: 51,1.3252
Europe,        EUR/USD Rate,Unnamed: 52,1.3716
Europe,        EUR/USD Rate,Unnamed: 53,1.3704
Europe,        EUR/USD Rate,Unnamed: 54,1.3615
Europe,        EUR/USD Rate,Unnamed: 55,1.3254
Europe,        EUR/USD Rate,Unnamed: 56,1.3062
Europe,        EUR/USD Rate,Unnamed: 57,1.32
Europe,        EUR/USD Rate,Unnamed: 58,1.2976
Europe,        EUR/USD Rate,Unnamed: 59,1.2511
Europe,        EUR/USD Rate,Unnamed: 6,1.1641
Europe,        EUR/USD Rate,Unnamed: 60,1.2832
Europe,        EUR/USD Rate,Unnamed: 61,1.3119
Europe,        EUR/USD Rate,Unnamed: 62,1.3473
Europe,        EUR/USD Rate,Unnamed: 63,1.4129
Europe,        EUR/USD Rate,Unnamed: 64,1.4398
Europe,        EUR/USD Rate,Unnamed: 7,1.1686
Europe,        EUR/USD Rate,Unnamed: 8,1.1341
Europe,        EUR/USD Rate,Unnamed: 9,1.0527
Europe,        EURUSD Exchange rate,Unnamed: 10,1.0666
Europe,        EURUSD Exchange rate,Unnamed: 10,1.0666
Europe,        EURUSD Exchange rate,Unnamed: 10,1.0666
Europe,        EURUSD Exchange rate,Unnamed: 10,1.0666
Europe,        EURUSD Exchange rate,Unnamed: 11,1.0987
Europe,        EURUSD Exchange rate,Unnamed: 11,1.0987
Europe,        EURUSD Exchange rate,Unnamed: 11,1.0987
Europe,        EURUSD Exchange rate,Unnamed: 11,1.0987
Europe,        EURUSD Exchange rate,Unnamed: 12,1.0767
Europe,        EURUSD Exchange rate,Unnamed: 12,1.0767
Europe,        EURUSD Exchange rate,Unnamed: 12,1.0767
Europe,        EURUSD Exchange rate,Unnamed: 12,1.0767
Europe,        EURUSD Exchange rate,Unnamed: 13,1.0859
Europe,        EURUSD Exchange rate,Unnamed: 13,1.0859
Europe,        EURUSD Exchange rate,Unnamed: 13,1.0859
Europe,        EURUSD Exchange rate,Unnamed: 13,1.0859
Europe,        EURUSD Exchange rate,Unnamed: 14,1.0764
Europe,        EURUSD Exchange rate,Unnamed: 14,1.0764
Europe,        EURUSD Exchange rate,Unnamed: 14,1.0764
Europe,        EURUSD Exchange rate,Unnamed: 14,1.0764
Europe,        EURUSD Exchange rate,Unnamed: 15,1.088
Europe,        EURUSD Exchange rate,Unnamed: 15,1.088
Europe,        EURUSD Exchange rate,Unnamed: 15,1.088
Europe,        EURUSD Exchange rate,Unnamed: 15,1.088
Europe,        EURUSD Exchange rate,Unnamed: 16,1.0888
Europe,        EURUSD Exchange rate,Unnamed: 16,1.0888
Europe,        EURUSD Exchange rate,Unnamed: 16,1.0888
Europe,        EURUSD Exchange rate,Unnamed: 16,1.0888
Europe,        EURUSD Exchange rate,Unnamed: 17,1.0732
Europe,        EURUSD Exchange rate,Unnamed: 17,1.0732
Europe,        EURUSD Exchange rate,Unnamed: 17,1.0732
Europe,        EURUSD Exchange rate,Unnamed: 17,1.0732
Europe,        EURUSD Exchange rate,Unnamed: 18,1.022
Europe,        EURUSD Exchange rate,Unnamed: 18,1.022
Europe,        EURUSD Exchange rate,Unnamed: 18,1.022
Europe,        EURUSD Exchange rate,Unnamed: 18,1.022
Europe,        EURUSD Exchange rate,Unnamed: 19,1.0067
Europe,        EURUSD Exchange rate,Unnamed: 19,1.0067
Europe,        EURUSD Exchange rate,Unnamed: 19,1.0067
Europe,        EURUSD Exchange rate,Unnamed: 19,1.0067
Europe,        EURUSD Exchange rate,Unnamed: 20,1.0647
Europe,        EURUSD Exchange rate,Unnamed: 20,1.0647
Europe,        EURUSD Exchange rate,Unnamed: 20,1.0647
Europe,        EURUSD Exchange rate,Unnamed: 20,1.0647
Europe,        EURUSD Exchange rate,Unnamed: 21,1.1218
Europe,        EURUSD Exchange rate,Unnamed: 21,1.1218
Europe,        EURUSD Exchange rate,Unnamed: 21,1.1218
Europe,        EURUSD Exchange rate,Unnamed: 21,1.1218
Europe,        EURUSD Exchange rate,Unnamed: 22,1.1433
Europe,        EURUSD Exchange rate,Unnamed: 22,1.1433
Europe,        EURUSD Exchange rate,Unnamed: 22,1.1433
Europe,        EURUSD Exchange rate,Unnamed: 22,1.1433
Europe,        EURUSD Exchange rate,Unnamed: 23,1.1786
Europe,        EURUSD Exchange rate,Unnamed: 23,1.1786
Europe,        EURUSD Exchange rate,Unnamed: 23,1.1786
Europe,        EURUSD Exchange rate,Unnamed: 23,1.1786
Europe,        EURUSD Exchange rate,Unnamed: 24,1.2052
Europe,        EURUSD Exchange rate,Unnamed: 24,1.2052
Europe,        EURUSD Exchange rate,Unnamed: 24,1.2052
Europe,        EURUSD Exchange rate,Unnamed: 24,1.2052
Europe,        EURUSD Exchange rate,Unnamed: 25,1.2051
Europe,        EURUSD Exchange rate,Unnamed: 25,1.2051
Europe,        EURUSD Exchange rate,Unnamed: 25,1.2051
Europe,        EURUSD Exchange rate,Unnamed: 25,1.2051
Europe,        EURUSD Exchange rate,Unnamed: 26,1.193
Europe,        EURUSD Exchange rate,Unnamed: 26,1.193
Europe,        EURUSD Exchange rate,Unnamed: 26,1.193
Europe,        EURUSD Exchange rate,Unnamed: 26,1.193
Europe,        EURUSD Exchange rate,Unnamed: 27,1.1691
Europe,        EURUSD Exchange rate,Unnamed: 27,1.1691
Europe,        EURUSD Exchange rate,Unnamed: 27,1.1691
Europe,        EURUSD Exchange rate,Unnamed: 27,1.1691
Europe,        EURUSD Exchange rate,Unnamed: 28,1.1013
Europe,        EURUSD Exchange rate,Unnamed: 28,1.1013
Europe,        EURUSD Exchange rate,Unnamed: 28,1.1013
Europe,        EURUSD Exchange rate,Unnamed: 28,1.1013
Europe,        EURUSD Exchange rate,Unnamed: 29,1.1029
Europe,        EURUSD Exchange rate,Unnamed: 29,1.1029
Europe,        EURUSD Exchange rate,Unnamed: 29,1.1029
Europe,        EURUSD Exchange rate,Unnamed: 29,1.1029
Europe,        EURUSD Exchange rate,Unnamed: 30,1.1073
Europe,        EURUSD Exchange rate,Unnamed: 30,1.1073
Europe,        EURUSD Exchange rate,Unnamed: 30,1.1073
Europe,        EURUSD Exchange rate,Unnamed: 30,1.1073
Europe,        EURUSD Exchange rate,Unnamed: 31,1.1117
Europe,        EURUSD Exchange rate,Unnamed: 31,1.1117
Europe,        EURUSD Exchange rate,Unnamed: 31,1.1117
Europe,        EURUSD Exchange rate,Unnamed: 31,1.1117
Europe,        EURUSD Exchange rate,Unnamed: 32,1.1234
Europe,        EURUSD Exchange rate,Unnamed: 32,1.1234
Europe,        EURUSD Exchange rate,Unnamed: 32,1.1234
Europe,        EURUSD Exchange rate,Unnamed: 32,1.1234
Europe,        EURUSD Exchange rate,Unnamed: 33,1.1357
Europe,        EURUSD Exchange rate,Unnamed: 33,1.1357
Europe,        EURUSD Exchange rate,Unnamed: 33,1.1357
Europe,        EURUSD Exchange rate,Unnamed: 33,1.1357
Europe,        EURUSD Exchange rate,Unnamed: 34,1.1408
Europe,        EURUSD Exchange rate,Unnamed: 34,1.1408
Europe,        EURUSD Exchange rate,Unnamed: 34,1.1408
Europe,        EURUSD Exchange rate,Unnamed: 34,1.1408
Europe,        EURUSD Exchange rate,Unnamed: 35,1.1629
Europe,        EURUSD Exchange rate,Unnamed: 35,1.1629
Europe,        EURUSD Exchange rate,Unnamed: 35,1.1629
Europe,        EURUSD Exchange rate,Unnamed: 35,1.1629
Europe,        EURUSD Exchange rate,Unnamed: 36,1.1916
Europe,        EURUSD Exchange rate,Unnamed: 36,1.1916
Europe,        EURUSD Exchange rate,Unnamed: 36,1.1916
Europe,        EURUSD Exchange rate,Unnamed: 36,1.1916
Europe,        EURUSD Exchange rate,Unnamed: 37,1.2288
Europe,        EURUSD Exchange rate,Unnamed: 37,1.2288
Europe,        EURUSD Exchange rate,Unnamed: 37,1.2288
Europe,        EURUSD Exchange rate,Unnamed: 37,1.2288
Europe,        EURUSD Exchange rate,Unnamed: 38,1.1778
Europe,        EURUSD Exchange rate,Unnamed: 38,1.1778
Europe,        EURUSD Exchange rate,Unnamed: 38,1.1778
Europe,        EURUSD Exchange rate,Unnamed: 38,1.1778
Europe,        EURUSD Exchange rate,Unnamed: 39,1.1754
Europe,        EURUSD Exchange rate,Unnamed: 39,1.1754
Europe,        EURUSD Exchange rate,Unnamed: 39,1.1754
Europe,        EURUSD Exchange rate,Unnamed: 39,1.1754
Europe,        EURUSD Exchange rate,Unnamed: 40,1.1013
Europe,        EURUSD Exchange rate,Unnamed: 40,1.1013
Europe,        EURUSD Exchange rate,Unnamed: 40,1.1013
Europe,        EURUSD Exchange rate,Unnamed: 40,1.1013
Europe,        EURUSD Exchange rate,Unnamed: 41,1.0654
Europe,        EURUSD Exchange rate,Unnamed: 41,1.0654
Europe,        EURUSD Exchange rate,Unnamed: 41,1.0654
Europe,        EURUSD Exchange rate,Unnamed: 41,1.0654
Europe,        EURUSD Exchange rate,Unnamed: 42,1.0779
Europe,        EURUSD Exchange rate,Unnamed: 42,1.0779
Europe,        EURUSD Exchange rate,Unnamed: 42,1.0779
Europe,        EURUSD Exchange rate,Unnamed: 42,1.0779
Europe,        EURUSD Exchange rate,Unnamed: 43,1.1163
Europe,        EURUSD Exchange rate,Unnamed: 43,1.1163
Europe,        EURUSD Exchange rate,Unnamed: 43,1.1163
Europe,        EURUSD Exchange rate,Unnamed: 43,1.1163
Europe,        EURUSD Exchange rate,Unnamed: 44,1.1292
Europe,        EURUSD Exchange rate,Unnamed: 44,1.1292
Europe,        EURUSD Exchange rate,Unnamed: 44,1.1292
Europe,        EURUSD Exchange rate,Unnamed: 44,1.1292
Europe,        EURUSD Exchange rate,Unnamed: 45,1.1041
Europe,        EURUSD Exchange rate,Unnamed: 45,1.1041
Europe,        EURUSD Exchange rate,Unnamed: 45,1.1041
Europe,        EURUSD Exchange rate,Unnamed: 45,1.1041
Europe,        EURUSD Exchange rate,Unnamed: 46,1.0952
Europe,        EURUSD Exchange rate,Unnamed: 46,1.0952
Europe,        EURUSD Exchange rate,Unnamed: 46,1.0952
Europe,        EURUSD Exchange rate,Unnamed: 46,1.0952
Europe,        EURUSD Exchange rate,Unnamed: 47,1.1125
Europe,        EURUSD Exchange rate,Unnamed: 47,1.1125
Europe,        EURUSD Exchange rate,Unnamed: 47,1.1125
Europe,        EURUSD Exchange rate,Unnamed: 47,1.1125
Europe,        EURUSD Exchange rate,Unnamed: 48,1.1069
Europe,        EURUSD Exchange rate,Unnamed: 48,1.1069
Europe,        EURUSD Exchange rate,Unnamed: 48,1.1069
Europe,        EURUSD Exchange rate,Unnamed: 48,1.1069
Europe,        EURUSD Exchange rate,Unnamed: 49,1.1268
Europe,        EURUSD Exchange rate,Unnamed: 49,1.1268
Europe,        EURUSD Exchange rate,Unnamed: 49,1.1268
Europe,        EURUSD Exchange rate,Unnamed: 49,1.1268
Europe,        EURUSD Exchange rate,Unnamed: 5,1.1748
Europe,        EURUSD Exchange rate,Unnamed: 5,1.1748
Europe,        EURUSD Exchange rate,Unnamed: 5,1.1748
Europe,        EURUSD Exchange rate,Unnamed: 5,1.1748
Europe,        EURUSD Exchange rate,Unnamed: 50,1.2488
Europe,        EURUSD Exchange rate,Unnamed: 50,1.2488
Europe,        EURUSD Exchange rate,Unnamed: 50,1.2488
Europe,        EURUSD Exchange rate,Unnamed: 50,1.2488
Europe,        EURUSD Exchange rate,Unnamed: 51,1.3252
Europe,        EURUSD Exchange rate,Unnamed: 51,1.3252
Europe,        EURUSD Exchange rate,Unnamed: 51,1.3252
Europe,        EURUSD Exchange rate,Unnamed: 51,1.3252
Europe,        EURUSD Exchange rate,Unnamed: 52,1.3716
Europe,        EURUSD Exchange rate,Unnamed: 52,1.3716
Europe,        EURUSD Exchange rate,Unnamed: 52,1.3716
Europe,        EURUSD Exchange rate,Unnamed: 52,1.3716
Europe,        EURUSD Exchange rate,Unnamed: 53,1.3704
Europe,        EURUSD Exchange rate,Unnamed: 53,1.3704
Europe,        EURUSD Exchange rate,Unnamed: 53,1.3704
Europe,        EURUSD Exchange rate,Unnamed: 53,1.3704
Europe,        EURUSD Exchange rate,Unnamed: 54,1.3615
Europe,        EURUSD Exchange rate,Unnamed: 54,1.3615
Europe,        EURUSD Exchange rate,Unnamed: 54,1.3615
Europe,        EURUSD Exchange rate,Unnamed: 54,1.3615
Europe,        EURUSD Exchange rate,Unnamed: 55,1.3254
Europe,        EURUSD Exchange rate,Unnamed: 55,1.3254
Europe,        EURUSD Exchange rate,Unnamed: 55,1.3254
Europe,        EURUSD Exchange rate,Unnamed: 55,1.3254
Europe,        EURUSD Exchange rate,Unnamed: 56,1.3062
Europe,        EURUSD Exchange rate,Unnamed: 56,1.3062
Europe,        EURUSD Exchange rate,Unnamed: 56,1.3062
Europe,        EURUSD Exchange rate,Unnamed: 56,1.3062
Europe,        EURUSD Exchange rate,Unnamed: 57,1.32
Europe,        EURUSD Exchange rate,Unnamed: 57,1.32
Europe,        EURUSD Exchange rate,Unnamed: 57,1.32
Europe,        EURUSD Exchange rate,Unnamed: 57,1.32
Europe,        EURUSD Exchange rate,Unnamed: 58,1.2976
Europe,        EURUSD Exchange rate,Unnamed: 58,1.2976
Europe,        EURUSD Exchange rate,Unnamed: 58,1.2976
Europe,        EURUSD Exchange rate,Unnamed: 58,1.2976
Europe,        EURUSD Exchange rate,Unnamed: 59,1.2511
Europe,        EURUSD Exchange rate,Unnamed: 59,1.2511
Europe,        EURUSD Exchange rate,Unnamed: 59,1.2511
Europe,        EURUSD Exchange rate,Unnamed: 59,1.2511
Europe,        EURUSD Exchange rate,Unnamed: 6,1.1641
Europe,        EURUSD Exchange rate,Unnamed: 6,1.1641
Europe,        EURUSD Exchange rate,Unnamed: 6,1.1641
Europe,        EURUSD Exchange rate,Unnamed: 6,1.1641
Europe,        EURUSD Exchange rate,Unnamed: 60,1.2832
Europe,        EURUSD Exchange rate,Unnamed: 60,1.2832
Europe,        EURUSD Exchange rate,Unnamed: 60,1.2832
Europe,        EURUSD Exchange rate,Unnamed: 60,1.2832
Europe,        EURUSD Exchange rate,Unnamed: 61,1.3119
Europe,        EURUSD Exchange rate,Unnamed: 61,1.3119
Europe,        EURUSD Exchange rate,Unnamed: 61,1.3119
Europe,        EURUSD Exchange rate,Unnamed: 61,1.3119
Europe,        EURUSD Exchange rate,Unnamed: 62,1.3473
Europe,        EURUSD Exchange rate,Unnamed: 62,1.3473
Europe,        EURUSD Exchange rate,Unnamed: 62,1.3473
Europe,        EURUSD Exchange rate,Unnamed: 62,1.3473
Europe,        EURUSD Exchange rate,Unnamed: 63,1.4129
Europe,        EURUSD Exchange rate,Unnamed: 63,1.4129
Europe,        EURUSD Exchange rate,Unnamed: 63,1.4129
Europe,        EURUSD Exchange rate,Unnamed: 63,1.4129
Europe,        EURUSD Exchange rate,Unnamed: 64,1.4398
Europe,        EURUSD Exchange rate,Unnamed: 64,1.4398
Europe,        EURUSD Exchange rate,Unnamed: 64,1.4398
Europe,        EURUSD Exchange rate,Unnamed: 64,1.4398
Europe,        EURUSD Exchange rate,Unnamed: 7,1.1686
Europe,        EURUSD Exchange rate,Unnamed: 7,1.1686
Europe,        EURUSD Exchange rate,Unnamed: 7,1.1686
Europe,        EURUSD Exchange rate,Unnamed: 7,1.1686
Europe,        EURUSD Exchange rate,Unnamed: 8,1.1341
Europe,        EURUSD Exchange rate,Unnamed: 8,1.1341
Europe,        EURUSD Exchange rate,Unnamed: 8,1.1341
Europe,        EURUSD Exchange rate,Unnamed: 8,1.1341
Europe,        EURUSD Exchange rate,Unnamed: 9,1.0527
Europe,        EURUSD Exchange rate,Unnamed: 9,1.0527
Europe,        EURUSD Exchange rate,Unnamed: 9,1.0527
Europe,        EURUSD Exchange rate,Unnamed: 9,1.0527
Europe,        Electricity Spot - EUR/mwh,Unnamed: 10,105.3469696
Europe,        Electricity Spot - EUR/mwh,Unnamed: 11,88.59852924
Europe,        Electricity Spot - EUR/mwh,Unnamed: 12,73.99079759
Europe,        Electricity Spot - EUR/mwh,Unnamed: 13,71.4872469
Europe,        Electricity Spot - EUR/mwh,Unnamed: 14,105.9512193
Europe,        Electricity Spot - EUR/mwh,Unnamed: 15,100.3578056
Europe,        Electricity Spot - EUR/mwh,Unnamed: 16,104.4852621
Europe,        Electricity Spot - EUR/mwh,Unnamed: 17,139.3681418
Europe,        Electricity Spot - EUR/mwh,Unnamed: 18,290.8627972
Europe,        Electricity Spot - EUR/mwh,Unnamed: 19,413.958894
Europe,        Electricity Spot - EUR/mwh,Unnamed: 20,227.9044194
Europe,        Electricity Spot - EUR/mwh,Unnamed: 21,252.3882872
Europe,        Electricity Spot - EUR/mwh,Unnamed: 22,250.5618925
Europe,        Electricity Spot - EUR/mwh,Unnamed: 23,119.8191159
Europe,        Electricity Spot - EUR/mwh,Unnamed: 24,77.29336207
Europe,        Electricity Spot - EUR/mwh,Unnamed: 25,59.20879801
Europe,        Electricity Spot - EUR/mwh,Unnamed: 26,48.84874049
Europe,        Electricity Spot - EUR/mwh,Unnamed: 27,41.95260466
Europe,        Electricity Spot - EUR/mwh,Unnamed: 28,27.85182527
Europe,        Electricity Spot - EUR/mwh,Unnamed: 29,33.40763543
Europe,        Electricity Spot - EUR/mwh,Unnamed: 30,46.12461133
Europe,        Electricity Spot - EUR/mwh,Unnamed: 31,45.49184248
Europe,        Electricity Spot - EUR/mwh,Unnamed: 32,43.38942585
Europe,        Electricity Spot - EUR/mwh,Unnamed: 33,52.75847301
Europe,        Electricity Spot - EUR/mwh,Unnamed: 34,65.83299978
Europe,        Electricity Spot - EUR/mwh,Unnamed: 35,62.9913206
Europe,        Electricity Spot - EUR/mwh,Unnamed: 36,45.62503964
Europe,        Electricity Spot - EUR/mwh,Unnamed: 37,45.51805625
Europe,        Electricity Spot - EUR/mwh,Unnamed: 38,48.00870287
Europe,        Electricity Spot - EUR/mwh,Unnamed: 39,40.51106705
Europe,        Electricity Spot - EUR/mwh,Unnamed: 40,35.02958784
Europe,        Electricity Spot - EUR/mwh,Unnamed: 41,38.48187678
Europe,        Electricity Spot - EUR/mwh,Unnamed: 42,42.69814354
Europe,        Electricity Spot - EUR/mwh,Unnamed: 43,31.94013388
Europe,        Electricity Spot - EUR/mwh,Unnamed: 44,27.27112345
Europe,        Electricity Spot - EUR/mwh,Unnamed: 45,27.48866969
Europe,        Electricity Spot - EUR/mwh,Unnamed: 46,33.51532358
Europe,        Electricity Spot - EUR/mwh,Unnamed: 47,35.25838916
Europe,        Electricity Spot - EUR/mwh,Unnamed: 48,32.3195589
Europe,        Electricity Spot - EUR/mwh,Unnamed: 49,36.42078267
Europe,        Electricity Spot - EUR/mwh,Unnamed: 5,132.77727
Europe,        Electricity Spot - EUR/mwh,Unnamed: 50,44.38718083
Europe,        Electricity Spot - EUR/mwh,Unnamed: 51,43.56908374
Europe,        Electricity Spot - EUR/mwh,Unnamed: 52,41.84232651
Europe,        Electricity Spot - EUR/mwh,Unnamed: 53,47.98150545
Europe,        Electricity Spot - EUR/mwh,Unnamed: 54,54.55967904
Europe,        Electricity Spot - EUR/mwh,Unnamed: 55,49.44682059
Europe,        Electricity Spot - EUR/mwh,Unnamed: 56,42.29136917
Europe,        Electricity Spot - EUR/mwh,Unnamed: 57,54.58059704
Europe,        Electricity Spot - EUR/mwh,Unnamed: 58,61.78971956
Europe,        Electricity Spot - EUR/mwh,Unnamed: 59,55.61159901
Europe,        Electricity Spot - EUR/mwh,Unnamed: 6,116.2445019
Europe,        Electricity Spot - EUR/mwh,Unnamed: 60,51.57248229
Europe,        Electricity Spot - EUR/mwh,Unnamed: 61,60.94649857
Europe,        Electricity Spot - EUR/mwh,Unnamed: 62,75.32975586
Europe,        Electricity Spot - EUR/mwh,Unnamed: 63,76.98349867
Europe,        Electricity Spot - EUR/mwh,Unnamed: 64,81.15786093
Europe,        Electricity Spot - EUR/mwh,Unnamed: 7,98.8600708
Europe,        Electricity Spot - EUR/mwh,Unnamed: 8,83.74018609
Europe,        Electricity Spot - EUR/mwh,Unnamed: 9,100.4877059
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 10,101.3666667
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 11,100.1846154
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 12,113.1186441
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 13,123.4210526
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 14,129.7333333
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 15,115.031746
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 16,111.9067797
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 17,126.5172414
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 18,99.91666667
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 19,105.8384615
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 20,137.725
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 21,143.1206897
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 22,111.2916667
Europe,        Iron Ore Fines (62% Fe) $/mt,Unnamed: 23,166.8671875
