region,metric,period,value
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 29,127.568107
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 30,85.416255
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 31,129.050224
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 32,121.363666
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 33,147.310074
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 34,193.733757
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 35,224.7935
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 36,240.808054
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 37,257.850452
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 38,211.868345
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 39,186.471314
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 40,188.559913
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 41,210.627394
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 42,162.767989
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 43,167.711749
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 44,119.381445
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 45,64.027313
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 46,79.798919
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 5,219.350973
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 6,209.966472
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 7,184.43021
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 8,251.603983
Europe,= EAF Steel Profit (EUR/mt),Unnamed: 9,105.887338
Europe,BOF Revenue (EUR/mt),Unnamed: 10,598.395615
Europe,BOF Revenue (EUR/mt),Unnamed: 11,670.507231
Europe,BOF Revenue (EUR/mt),Unnamed: 12,685.559538
Europe,BOF Revenue (EUR/mt),Unnamed: 13,782.589462
Europe,BOF Revenue (EUR/mt),Unnamed: 14,703.129692
Europe,BOF Revenue (EUR/mt),Unnamed: 15,719.228538
Europe,BOF Revenue (EUR/mt),Unnamed: 16,849.862923
Europe,BOF Revenue (EUR/mt),Unnamed: 17,831.510962
Europe,BOF Revenue (EUR/mt),Unnamed: 18,697.0085
Europe,BOF Revenue (EUR/mt),Unnamed: 19,819.472893
Europe,BOF Revenue (EUR/mt),Unnamed: 20,1267.699308
Europe,BOF Revenue (EUR/mt),Unnamed: 21,1193.549375
Europe,BOF Revenue (EUR/mt),Unnamed: 22,1147.890964
Europe,BOF Revenue (EUR/mt),Unnamed: 23,1401.129154
Europe,BOF Revenue (EUR/mt),Unnamed: 24,1263.427962
Europe,BOF Revenue (EUR/mt),Unnamed: 25,876.863077
Europe,BOF Revenue (EUR/mt),Unnamed: 26,633.211635
Europe,BOF Revenue (EUR/mt),Unnamed: 27,498.909615
Europe,BOF Revenue (EUR/mt),Unnamed: 28,481.612808
Europe,BOF Revenue (EUR/mt),Unnamed: 29,513.555729
Europe,BOF Revenue (EUR/mt),Unnamed: 30,474.740115
Europe,BOF Revenue (EUR/mt),Unnamed: 31,524.888429
Europe,BOF Revenue (EUR/mt),Unnamed: 32,538.630019
Europe,BOF Revenue (EUR/mt),Unnamed: 33,577.258385
Europe,BOF Revenue (EUR/mt),Unnamed: 34,627.34485
Europe,BOF Revenue (EUR/mt),Unnamed: 35,658.761817
Europe,BOF Revenue (EUR/mt),Unnamed: 36,684.280692
Europe,BOF Revenue (EUR/mt),Unnamed: 37,709.334769
Europe,BOF Revenue (EUR/mt),Unnamed: 38,641.733717
Europe,BOF Revenue (EUR/mt),Unnamed: 39,616.22626
Europe,BOF Revenue (EUR/mt),Unnamed: 40,582.723942
Europe,BOF Revenue (EUR/mt),Unnamed: 41,619.265565
Europe,BOF Revenue (EUR/mt),Unnamed: 42,557.042635
Europe,BOF Revenue (EUR/mt),Unnamed: 43,495.953538
Europe,BOF Revenue (EUR/mt),Unnamed: 44,479.587538
Europe,BOF Revenue (EUR/mt),Unnamed: 45,359.480192
Europe,BOF Revenue (EUR/mt),Unnamed: 46,378.734231
Europe,BOF Revenue (EUR/mt),Unnamed: 47,429.1815
Europe,BOF Revenue (EUR/mt),Unnamed: 48,434.538154
Europe,BOF Revenue (EUR/mt),Unnamed: 49,456.908058
Europe,BOF Revenue (EUR/mt),Unnamed: 5,736.4164
Europe,BOF Revenue (EUR/mt),Unnamed: 50,530.642019
Europe,BOF Revenue (EUR/mt),Unnamed: 51,552.341308
Europe,BOF Revenue (EUR/mt),Unnamed: 52,584.141344
Europe,BOF Revenue (EUR/mt),Unnamed: 6,705.278154
Europe,BOF Revenue (EUR/mt),Unnamed: 7,660.023308
Europe,BOF Revenue (EUR/mt),Unnamed: 8,725.318346
Europe,BOF Revenue (EUR/mt),Unnamed: 9,636.026096
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 10,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 11,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 12,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 13,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 14,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 15,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 16,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 17,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 18,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 19,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 20,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 21,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 22,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 23,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 24,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 25,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 26,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 27,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 28,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 29,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 30,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 31,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 32,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 33,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 34,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 35,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 36,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 37,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 38,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 39,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 40,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 41,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 42,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 43,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 44,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 45,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 46,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 47,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 48,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 49,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 5,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 50,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 51,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 52,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 53,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 54,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 55,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 56,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 57,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 58,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 59,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 6,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 60,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 61,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 62,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 63,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 64,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 7,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 8,0.0
Europe,China BOF Integrated Steel Profit (CNY/mt),Unnamed: 9,0.0
Europe,EAF Revenue (EUR/mt),Unnamed: 10,598.395615
Europe,EAF Revenue (EUR/mt),Unnamed: 11,670.507231
Europe,EAF Revenue (EUR/mt),Unnamed: 12,685.559538
Europe,EAF Revenue (EUR/mt),Unnamed: 13,782.589462
Europe,EAF Revenue (EUR/mt),Unnamed: 14,703.129692
Europe,EAF Revenue (EUR/mt),Unnamed: 15,719.228538
Europe,EAF Revenue (EUR/mt),Unnamed: 16,849.862923
Europe,EAF Revenue (EUR/mt),Unnamed: 17,831.510962
Europe,EAF Revenue (EUR/mt),Unnamed: 18,697.0085
Europe,EAF Revenue (EUR/mt),Unnamed: 19,819.472893
Europe,EAF Revenue (EUR/mt),Unnamed: 20,1267.699308
Europe,EAF Revenue (EUR/mt),Unnamed: 21,1193.549375
Europe,EAF Revenue (EUR/mt),Unnamed: 22,1147.890964
Europe,EAF Revenue (EUR/mt),Unnamed: 23,1401.129154
Europe,EAF Revenue (EUR/mt),Unnamed: 24,1263.427962
Europe,EAF Revenue (EUR/mt),Unnamed: 25,876.863077
Europe,EAF Revenue (EUR/mt),Unnamed: 26,633.211635
Europe,EAF Revenue (EUR/mt),Unnamed: 27,498.909615
Europe,EAF Revenue (EUR/mt),Unnamed: 28,481.612808
Europe,EAF Revenue (EUR/mt),Unnamed: 29,513.555729
Europe,EAF Revenue (EUR/mt),Unnamed: 30,474.740115
Europe,EAF Revenue (EUR/mt),Unnamed: 31,524.888429
Europe,EAF Revenue (EUR/mt),Unnamed: 32,538.630019
Europe,EAF Revenue (EUR/mt),Unnamed: 33,577.258385
Europe,EAF Revenue (EUR/mt),Unnamed: 34,627.34485
Europe,EAF Revenue (EUR/mt),Unnamed: 35,658.761817
Europe,EAF Revenue (EUR/mt),Unnamed: 36,684.280692
Europe,EAF Revenue (EUR/mt),Unnamed: 37,709.334769
Europe,EAF Revenue (EUR/mt),Unnamed: 38,641.733717
Europe,EAF Revenue (EUR/mt),Unnamed: 39,616.22626
Europe,EAF Revenue (EUR/mt),Unnamed: 40,582.723942
Europe,EAF Revenue (EUR/mt),Unnamed: 41,619.265565
Europe,EAF Revenue (EUR/mt),Unnamed: 42,557.042635
Europe,EAF Revenue (EUR/mt),Unnamed: 43,495.953538
Europe,EAF Revenue (EUR/mt),Unnamed: 44,479.587538
Europe,EAF Revenue (EUR/mt),Unnamed: 45,359.480192
Europe,EAF Revenue (EUR/mt),Unnamed: 46,378.734231
Europe,EAF Revenue (EUR/mt),Unnamed: 47,429.1815
Europe,EAF Revenue (EUR/mt),Unnamed: 48,434.538154
Europe,EAF Revenue (EUR/mt),Unnamed: 49,456.908058
Europe,EAF Revenue (EUR/mt),Unnamed: 5,736.4164
Europe,EAF Revenue (EUR/mt),Unnamed: 50,530.642019
Europe,EAF Revenue (EUR/mt),Unnamed: 51,552.341308
Europe,EAF Revenue (EUR/mt),Unnamed: 52,584.141344
Europe,EAF Revenue (EUR/mt),Unnamed: 6,705.278154
Europe,EAF Revenue (EUR/mt),Unnamed: 7,660.023308
Europe,EAF Revenue (EUR/mt),Unnamed: 8,725.318346
Europe,EAF Revenue (EUR/mt),Unnamed: 9,636.026096
Europe,Flat Products Profit (HRC),Unnamed: 10,0.0
Europe,Flat Products Profit (HRC),Unnamed: 11,0.0
Europe,Flat Products Profit (HRC),Unnamed: 12,0.0
Europe,Flat Products Profit (HRC),Unnamed: 13,0.0
Europe,Flat Products Profit (HRC),Unnamed: 14,0.0
Europe,Flat Products Profit (HRC),Unnamed: 15,0.0
Europe,Flat Products Profit (HRC),Unnamed: 16,0.0
Europe,Flat Products Profit (HRC),Unnamed: 17,0.0
Europe,Flat Products Profit (HRC),Unnamed: 18,0.0
Europe,Flat Products Profit (HRC),Unnamed: 19,0.0
Europe,Flat Products Profit (HRC),Unnamed: 20,0.0
Europe,Flat Products Profit (HRC),Unnamed: 21,0.0
Europe,Flat Products Profit (HRC),Unnamed: 22,0.0
Europe,Flat Products Profit (HRC),Unnamed: 23,0.0
Europe,Flat Products Profit (HRC),Unnamed: 24,0.0
Europe,Flat Products Profit (HRC),Unnamed: 25,0.0
Europe,Flat Products Profit (HRC),Unnamed: 26,0.0
Europe,Flat Products Profit (HRC),Unnamed: 27,0.0
Europe,Flat Products Profit (HRC),Unnamed: 28,0.0
Europe,Flat Products Profit (HRC),Unnamed: 29,0.0
Europe,Flat Products Profit (HRC),Unnamed: 30,0.0
Europe,Flat Products Profit (HRC),Unnamed: 31,0.0
Europe,Flat Products Profit (HRC),Unnamed: 32,0.0
Europe,Flat Products Profit (HRC),Unnamed: 33,0.0
Europe,Flat Products Profit (HRC),Unnamed: 34,0.0
Europe,Flat Products Profit (HRC),Unnamed: 35,0.0
Europe,Flat Products Profit (HRC),Unnamed: 36,0.0
Europe,Flat Products Profit (HRC),Unnamed: 37,0.0
Europe,Flat Products Profit (HRC),Unnamed: 38,0.0
Europe,Flat Products Profit (HRC),Unnamed: 39,0.0
Europe,Flat Products Profit (HRC),Unnamed: 40,0.0
Europe,Flat Products Profit (HRC),Unnamed: 41,0.0
Europe,Flat Products Profit (HRC),Unnamed: 42,0.0
Europe,Flat Products Profit (HRC),Unnamed: 43,0.0
Europe,Flat Products Profit (HRC),Unnamed: 44,0.0
Europe,Flat Products Profit (HRC),Unnamed: 45,0.0
Europe,Flat Products Profit (HRC),Unnamed: 46,0.0
Europe,Flat Products Profit (HRC),Unnamed: 47,0.0
Europe,Flat Products Profit (HRC),Unnamed: 48,0.0
Europe,Flat Products Profit (HRC),Unnamed: 49,0.0
Europe,Flat Products Profit (HRC),Unnamed: 5,0.0
Europe,Flat Products Profit (HRC),Unnamed: 50,0.0
Europe,Flat Products Profit (HRC),Unnamed: 51,0.0
Europe,Flat Products Profit (HRC),Unnamed: 52,0.0
Europe,Flat Products Profit (HRC),Unnamed: 53,0.0
Europe,Flat Products Profit (HRC),Unnamed: 54,0.0
Europe,Flat Products Profit (HRC),Unnamed: 55,0.0
Europe,Flat Products Profit (HRC),Unnamed: 56,0.0
Europe,Flat Products Profit (HRC),Unnamed: 57,0.0
Europe,Flat Products Profit (HRC),Unnamed: 58,0.0
Europe,Flat Products Profit (HRC),Unnamed: 59,0.0
Europe,Flat Products Profit (HRC),Unnamed: 6,0.0
Europe,Flat Products Profit (HRC),Unnamed: 60,0.0
Europe,Flat Products Profit (HRC),Unnamed: 61,0.0
Europe,Flat Products Profit (HRC),Unnamed: 62,0.0
Europe,Flat Products Profit (HRC),Unnamed: 63,0.0
Europe,Flat Products Profit (HRC),Unnamed: 64,0.0
Europe,Flat Products Profit (HRC),Unnamed: 7,0.0
Europe,Flat Products Profit (HRC),Unnamed: 8,0.0
Europe,Flat Products Profit (HRC),Unnamed: 9,0.0
Europe,Long Products Profit (Rebar),Unnamed: 10,0.0
Europe,Long Products Profit (Rebar),Unnamed: 11,0.0
Europe,Long Products Profit (Rebar),Unnamed: 12,0.0
Europe,Long Products Profit (Rebar),Unnamed: 13,0.0
Europe,Long Products Profit (Rebar),Unnamed: 14,0.0
Europe,Long Products Profit (Rebar),Unnamed: 15,0.0
Europe,Long Products Profit (Rebar),Unnamed: 16,0.0
Europe,Long Products Profit (Rebar),Unnamed: 17,0.0
Europe,Long Products Profit (Rebar),Unnamed: 18,0.0
Europe,Long Products Profit (Rebar),Unnamed: 19,0.0
Europe,Long Products Profit (Rebar),Unnamed: 20,0.0
Europe,Long Products Profit (Rebar),Unnamed: 21,0.0
Europe,Long Products Profit (Rebar),Unnamed: 22,0.0
Europe,Long Products Profit (Rebar),Unnamed: 23,0.0
Europe,Long Products Profit (Rebar),Unnamed: 24,0.0
Europe,Long Products Profit (Rebar),Unnamed: 25,0.0
Europe,Long Products Profit (Rebar),Unnamed: 26,0.0
Europe,Long Products Profit (Rebar),Unnamed: 27,0.0
Europe,Long Products Profit (Rebar),Unnamed: 28,0.0
Europe,Long Products Profit (Rebar),Unnamed: 29,0.0
Europe,Long Products Profit (Rebar),Unnamed: 30,0.0
Europe,Long Products Profit (Rebar),Unnamed: 31,0.0
Europe,Long Products Profit (Rebar),Unnamed: 32,0.0
Europe,Long Products Profit (Rebar),Unnamed: 33,0.0
Europe,Long Products Profit (Rebar),Unnamed: 34,0.0
Europe,Long Products Profit (Rebar),Unnamed: 35,0.0
Europe,Long Products Profit (Rebar),Unnamed: 36,0.0
Europe,Long Products Profit (Rebar),Unnamed: 37,0.0
Europe,Long Products Profit (Rebar),Unnamed: 38,0.0
Europe,Long Products Profit (Rebar),Unnamed: 39,0.0
Europe,Long Products Profit (Rebar),Unnamed: 40,0.0
Europe,Long Products Profit (Rebar),Unnamed: 41,0.0
Europe,Long Products Profit (Rebar),Unnamed: 42,0.0
Europe,Long Products Profit (Rebar),Unnamed: 43,0.0
Europe,Long Products Profit (Rebar),Unnamed: 44,0.0
Europe,Long Products Profit (Rebar),Unnamed: 45,0.0
Europe,Long Products Profit (Rebar),Unnamed: 46,0.0
Europe,Long Products Profit (Rebar),Unnamed: 47,0.0
Europe,Long Products Profit (Rebar),Unnamed: 48,0.0
Europe,Long Products Profit (Rebar),Unnamed: 49,0.0
Europe,Long Products Profit (Rebar),Unnamed: 5,0.0
Europe,Long Products Profit (Rebar),Unnamed: 50,0.0
Europe,Long Products Profit (Rebar),Unnamed: 51,0.0
Europe,Long Products Profit (Rebar),Unnamed: 52,0.0
Europe,Long Products Profit (Rebar),Unnamed: 53,0.0
Europe,Long Products Profit (Rebar),Unnamed: 54,0.0
Europe,Long Products Profit (Rebar),Unnamed: 55,0.0
Europe,Long Products Profit (Rebar),Unnamed: 56,0.0
Europe,Long Products Profit (Rebar),Unnamed: 57,0.0
Europe,Long Products Profit (Rebar),Unnamed: 58,0.0
Europe,Long Products Profit (Rebar),Unnamed: 59,0.0
Europe,Long Products Profit (Rebar),Unnamed: 6,0.0
Europe,Long Products Profit (Rebar),Unnamed: 60,0.0
Europe,Long Products Profit (Rebar),Unnamed: 61,0.0
Europe,Long Products Profit (Rebar),Unnamed: 62,0.0
Europe,Long Products Profit (Rebar),Unnamed: 63,0.0
Europe,Long Products Profit (Rebar),Unnamed: 64,0.0
Europe,Long Products Profit (Rebar),Unnamed: 7,0.0
Europe,Long Products Profit (Rebar),Unnamed: 8,0.0
Europe,Long Products Profit (Rebar),Unnamed: 9,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 10,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 11,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 12,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 13,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 14,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 15,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 16,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 17,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 18,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 19,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 20,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 21,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 22,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 23,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 24,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 25,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 26,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 27,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 28,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 29,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 30,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 31,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 32,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 33,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 34,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 35,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 36,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 37,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 38,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 39,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 40,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 41,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 42,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 43,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 44,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 45,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 46,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 47,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 48,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 49,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 5,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 50,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 51,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 52,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 53,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 54,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 55,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 56,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 57,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 58,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 59,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 6,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 60,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 61,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 62,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 63,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 64,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 7,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 8,0.0
Europe,U.S. BOF Integrated Steel Profit ($/mt),Unnamed: 9,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 10,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 11,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 12,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 13,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 14,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 15,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 16,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 17,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 18,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 19,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 20,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 21,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 22,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 23,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 24,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 25,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 26,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 27,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 28,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 29,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 30,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 31,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 32,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 33,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 34,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 35,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 36,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 37,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 38,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 39,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 40,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 41,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 42,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 43,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 44,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 45,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 46,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 47,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 48,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 49,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 5,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 50,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 51,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 52,0.0
Europe,U.S. EAF Steel Profit ($/mt),Unnamed: 53,0.0
