series_name,ticker,period,value
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 24,43848.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 25,43480.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 26,51804.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 27,75869.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 28,26619.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 29,32558.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 30,40676.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 31,60989.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 32,29075.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 33,32468.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 34,38294.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 35,58063.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 36,26430.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 37,30230.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 38,33737.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 39,51892.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 40,26301.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 41,28145.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 42,34728.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 43,47085.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 44,23251.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 45,24647.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 46,31985.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 47,43793.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 48,18407.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 49,21374.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 5,22511.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 50,28760.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 51,41309.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 52,18201.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 53,19586.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 54,25361.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 55,39451.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 56,16226.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 57,20295.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 58,21851.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 59,34728.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 6,30539.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 60,15441.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 61,17230.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 62,20119.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 63,31706.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 7,45037.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 8,22384.0
            Tractors Under 40 HP,TRACUSR1 Index,Unnamed: 9,28769.0
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 10,205.18
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 11,206.802
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 12,203.752
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 13,205.242
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 14,205.908
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 15,202.402
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 16,200.415
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 17,200.396
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 18,196.799
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 19,186.404
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 20,179.609
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 21,169.569
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 22,165.891
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 23,166.963
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 24,165.409
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 25,164.768
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 26,164.972
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 27,163.063
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 28,159.232
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 29,158.701
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 30,157.757
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 31,158.81
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 32,162.27
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 33,154.998
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 34,157.262
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 35,155.668
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 36,149.416
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 37,151.53
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 38,156.847
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 39,158.189
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 40,158.038
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 41,156.161
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 42,158.076
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 43,158.789
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 44,156.882
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 45,154.734
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 46,160.274
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 47,158.314
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 48,156.242
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 49,152.286
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 5,212.043
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 50,153.128
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 51,155.562
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 52,155.518
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 53,151.56
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 54,153.858
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 55,156.641
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 56,154.821
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 57,149.702
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 58,153.3
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 59,149.373
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 6,215.056
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 60,148.549
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 61,147.415
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 62,147.77
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 63,146.731
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 64,143.793
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 7,211.275
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 8,208.121
            US CPI Canned Fruits NSA,CPIQCAFN Index,Unnamed: 9,205.058
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 10,203.969
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 11,206.241
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 12,204.242
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 13,205.388
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 14,204.927
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 15,201.909
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 16,200.796
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 17,200.673
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 18,196.11
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 19,185.928
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 20,179.886
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 21,169.998
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 22,165.4
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 23,166.495
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 24,165.583
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 25,165.469
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 26,164.51
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 27,162.407
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 28,159.328
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 29,159.891
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 30,157.241
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 31,157.937
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 32,162.531
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 33,156.631
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 34,156.536
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 35,154.563
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 36,149.678
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 37,153.502
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 38,156.061
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 39,157.114
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 40,158.422
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 41,158.53
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 42,157.729
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 43,157.582
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 44,157.105
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 45,157.114
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 46,160.322
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 47,157.164
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 48,156.298
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 49,154.471
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 5,212.018
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 50,153.094
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 51,154.574
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 52,155.75
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 53,154.197
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 54,153.64
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 55,155.646
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 56,154.73
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 57,152.037
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 58,153.3
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 59,148.214
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 6,213.786
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 60,148.458
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 61,149.728
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 62,147.373
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 63,145.334
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 64,143.836
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 7,210.702
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 8,208.622
            US CPI Canned Fruits SA,CPIQCAFS Index,Unnamed: 9,205.033
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 10,232.318
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 11,232.161
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 12,233.469
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 13,226.922
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 14,230.546
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 15,226.376
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 16,225.915
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 17,222.255
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 18,224.059
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 19,214.537
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 20,206.633
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 21,188.952
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 22,188.528
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 23,187.759
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 24,183.671
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 25,179.874
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 26,181.708
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 27,183.696
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 28,174.878
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 29,169.146
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 30,175.695
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 31,176.916
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 32,174.131
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 33,165.133
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 34,170.059
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 35,168.043
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 36,165.783
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 37,158.515
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 38,164.842
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 39,165.442
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 40,166.754
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 41,166.277
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 42,168.421
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 43,170.845
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 44,169.101
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 45,165.431
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 46,172.284
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 47,173.079
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 48,170.465
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 49,168.766
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 5,227.023
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 50,170.639
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 51,173.39
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 52,174.963
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 53,168.798
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 54,170.389
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 55,170.311
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 56,166.55
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 57,164.24
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 58,167.261
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 59,169.991
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 6,243.756
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 60,169.152
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 61,165.062
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 62,168.315
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 63,162.755
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 64,160.089
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 7,241.096
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 8,236.839
            US CPI Canned Vegetables NSA,CPIQCAVN Index,Unnamed: 9,225.85
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 10,230.341
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 11,231.176
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 12,232.731
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 13,231.129
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 14,228.75
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 15,224.938
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 16,225.41
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 17,226.636
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 18,222.495
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 19,212.541
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 20,206.31
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 21,192.931
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 22,187.192
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 23,185.383
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 24,183.404
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 25,183.948
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 26,180.425
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 27,180.978
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 28,174.523
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 29,173.09
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 30,174.318
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 31,174.417
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 32,173.796
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 33,168.987
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 34,168.64
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 35,166.089
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 36,165.211
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 37,161.867
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 38,164.195
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 39,163.709
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 40,166.483
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 41,169.673
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 42,167.588
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 43,169.186
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 44,169.069
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 45,168.772
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 46,171.671
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 47,171.305
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 48,170.331
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 49,171.741
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 5,231.083
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 50,170.315
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 51,171.806
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 52,175.329
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 53,171.794
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 54,169.686
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 55,168.686
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 56,166.925
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 57,166.929
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 58,166.148
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 59,168.314
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 6,241.682
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 60,169.25
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 61,167.606
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 62,166.775
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 63,161.239
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 64,160.15
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 7,240.074
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 8,236.091
            US CPI Canned Vegetables SA,CPIQCAVS Index,Unnamed: 9,229.889
        Austria,WCARATI Index,Unnamed: 10,55910.0
        Austria,WCARATI Index,Unnamed: 11,71850.0
        Austria,WCARATI Index,Unnamed: 12,63263.0
        Austria,WCARATI Index,Unnamed: 13,56264.0
        Austria,WCARATI Index,Unnamed: 14,56196.0
        Austria,WCARATI Index,Unnamed: 15,63638.0
        Austria,WCARATI Index,Unnamed: 16,63052.0
        Austria,WCARATI Index,Unnamed: 17,51838.0
        Austria,WCARATI Index,Unnamed: 18,54603.0
        Austria,WCARATI Index,Unnamed: 19,56231.0
        Austria,WCARATI Index,Unnamed: 20,52375.0
        Austria,WCARATI Index,Unnamed: 21,49922.0
        Austria,WCARATI Index,Unnamed: 22,55485.0
        Austria,WCARATI Index,Unnamed: 23,70874.0
        Austria,WCARATI Index,Unnamed: 24,63522.0
        Austria,WCARATI Index,Unnamed: 25,68101.0
        Austria,WCARATI Index,Unnamed: 26,67852.0
        Austria,WCARATI Index,Unnamed: 27,58107.0
        Austria,WCARATI Index,Unnamed: 28,54680.0
        Austria,WCARATI Index,Unnamed: 29,71091.0
        Austria,WCARATI Index,Unnamed: 30,82363.0
        Austria,WCARATI Index,Unnamed: 31,95054.0
        Austria,WCARATI Index,Unnamed: 32,80855.0
        Austria,WCARATI Index,Unnamed: 33,65310.0
        Austria,WCARATI Index,Unnamed: 34,82897.0
        Austria,WCARATI Index,Unnamed: 35,102387.0
        Austria,WCARATI Index,Unnamed: 36,90474.0
        Austria,WCARATI Index,Unnamed: 37,83442.0
        Austria,WCARATI Index,Unnamed: 38,83317.0
        Austria,WCARATI Index,Unnamed: 39,98068.0
        Austria,WCARATI Index,Unnamed: 40,88493.0
        Austria,WCARATI Index,Unnamed: 41,77426.0
        Austria,WCARATI Index,Unnamed: 42,80408.0
        Austria,WCARATI Index,Unnamed: 43,93315.0
        Austria,WCARATI Index,Unnamed: 44,78455.0
        Austria,WCARATI Index,Unnamed: 45,71362.0
        Austria,WCARATI Index,Unnamed: 46,75560.0
        Austria,WCARATI Index,Unnamed: 47,86479.0
        Austria,WCARATI Index,Unnamed: 48,75154.0
        Austria,WCARATI Index,Unnamed: 49,65955.0
        Austria,WCARATI Index,Unnamed: 5,69863.0
        Austria,WCARATI Index,Unnamed: 50,70756.0
        Austria,WCARATI Index,Unnamed: 51,85326.0
        Austria,WCARATI Index,Unnamed: 52,81281.0
        Austria,WCARATI Index,Unnamed: 53,70924.0
        Austria,WCARATI Index,Unnamed: 54,76907.0
        Austria,WCARATI Index,Unnamed: 55,91180.0
        Austria,WCARATI Index,Unnamed: 56,80024.0
        Austria,WCARATI Index,Unnamed: 57,69120.0
        Austria,WCARATI Index,Unnamed: 58,79932.0
        Austria,WCARATI Index,Unnamed: 59,98194.0
        Austria,WCARATI Index,Unnamed: 6,72064.0
        Austria,WCARATI Index,Unnamed: 60,88764.0
        Austria,WCARATI Index,Unnamed: 61,82606.0
        Austria,WCARATI Index,Unnamed: 62,85946.0
        Austria,WCARATI Index,Unnamed: 63,99728.0
        Austria,WCARATI Index,Unnamed: 7,77034.0
        Austria,WCARATI Index,Unnamed: 8,66017.0
        Austria,WCARATI Index,Unnamed: 9,62766.0
        Belgium,WCARBEI Index,Unnamed: 10,93160.0
        Belgium,WCARBEI Index,Unnamed: 11,128268.0
        Belgium,WCARBEI Index,Unnamed: 12,135140.0
        Belgium,WCARBEI Index,Unnamed: 13,101827.0
        Belgium,WCARBEI Index,Unnamed: 14,110373.0
        Belgium,WCARBEI Index,Unnamed: 15,132991.0
        Belgium,WCARBEI Index,Unnamed: 16,131484.0
        Belgium,WCARBEI Index,Unnamed: 17,84813.0
        Belgium,WCARBEI Index,Unnamed: 18,86103.0
        Belgium,WCARBEI Index,Unnamed: 19,92241.0
        Belgium,WCARBEI Index,Unnamed: 20,103146.0
        Belgium,WCARBEI Index,Unnamed: 21,69556.0
        Belgium,WCARBEI Index,Unnamed: 22,81176.0
        Belgium,WCARBEI Index,Unnamed: 23,113154.0
        Belgium,WCARBEI Index,Unnamed: 24,119237.0
        Belgium,WCARBEI Index,Unnamed: 25,97884.0
        Belgium,WCARBEI Index,Unnamed: 26,117002.0
        Belgium,WCARBEI Index,Unnamed: 27,89189.0
        Belgium,WCARBEI Index,Unnamed: 28,127416.0
        Belgium,WCARBEI Index,Unnamed: 29,110754.0
        Belgium,WCARBEI Index,Unnamed: 30,128766.0
        Belgium,WCARBEI Index,Unnamed: 31,154623.0
        Belgium,WCARBEI Index,Unnamed: 32,155865.0
        Belgium,WCARBEI Index,Unnamed: 33,93910.0
        Belgium,WCARBEI Index,Unnamed: 34,124353.0
        Belgium,WCARBEI Index,Unnamed: 35,165812.0
        Belgium,WCARBEI Index,Unnamed: 36,165557.0
        Belgium,WCARBEI Index,Unnamed: 37,111217.0
        Belgium,WCARBEI Index,Unnamed: 38,113039.0
        Belgium,WCARBEI Index,Unnamed: 39,157593.0
        Belgium,WCARBEI Index,Unnamed: 40,164709.0
        Belgium,WCARBEI Index,Unnamed: 41,115137.0
        Belgium,WCARBEI Index,Unnamed: 42,114776.0
        Belgium,WCARBEI Index,Unnamed: 43,159150.0
        Belgium,WCARBEI Index,Unnamed: 44,150456.0
        Belgium,WCARBEI Index,Unnamed: 45,108544.0
        Belgium,WCARBEI Index,Unnamed: 46,104098.0
