series_name,ticker,period,value
            Flat,EUFEFLAT Index,Unnamed: 44,3170546.09
            Flat,EUSLFLAT Index,Unnamed: 45,4940675.0
            Flat,EUFEFLAT Index,Unnamed: 45,3092328.01
            Flat,EUSLFLAT Index,Unnamed: 46,4816435.0
            Flat,EUFEFLAT Index,Unnamed: 46,2890470.03
            Flat,EUSLFLAT Index,Unnamed: 47,5164815.0
            Flat,EUFEFLAT Index,Unnamed: 47,3313145.03
            Flat,EUSLFLAT Index,Unnamed: 48,4405270.0
            Flat,EUFEFLAT Index,Unnamed: 48,3268112.98
            Flat,EUSLFLAT Index,Unnamed: 49,3286868.0
            Flat,EUFEFLAT Index,Unnamed: 49,3466861.94
            Flat,EUSLFLAT Index,Unnamed: 50,3667909.0
            Flat,EUFEFLAT Index,Unnamed: 50,3528683.11
            Flat,EUSLFLAT Index,Unnamed: 51,4183603.0
            Flat,EUFEFLAT Index,Unnamed: 51,3449549.08
            Flat,EUSLFLAT Index,Unnamed: 52,4028609.0
            Flat,EUFEFLAT Index,Unnamed: 52,3302282.1
            Flat,EUSLFLAT Index,Unnamed: 53,3056285.0
            Flat,EUFEFLAT Index,Unnamed: 53,3162618.95
            Flat,EUSLFLAT Index,Unnamed: 54,3080572.0
            Flat,EUFEFLAT Index,Unnamed: 54,3255385.01
            Flat,EUSLFLAT Index,Unnamed: 55,3523809.0
            Flat,EUFEFLAT Index,Unnamed: 55,3164062.93
            Flat,EUSLFLAT Index,Unnamed: 56,3963237.0
            Flat,EUFEFLAT Index,Unnamed: 56,3264349.98
            Flat,EUSLFLAT Index,Unnamed: 57,2509879.0
            Flat,EUFEFLAT Index,Unnamed: 57,3591562.01
            Flat,EUSLFLAT Index,Unnamed: 58,2793068.0
            Flat,EUFEFLAT Index,Unnamed: 58,3568106.08
            Flat,EUSLFLAT Index,Unnamed: 59,3311225.0
            Flat,EUFEFLAT Index,Unnamed: 59,3538833.98
            Flat,EUSLFLAT Index,Unnamed: 60,2966253.0
            Flat,EUFEFLAT Index,Unnamed: 60,3385881.96
            Flat,EUSLFLAT Index,Unnamed: 61,2949663.0
            Flat,EUFEFLAT Index,Unnamed: 61,3690834.96
            Flat,EUSLFLAT Index,Unnamed: 62,4120926.0
            Flat,EUFEFLAT Index,Unnamed: 62,3335874.02
            Flat,EUSLFLAT Index,Unnamed: 63,5270586.0
            Flat,EUFEFLAT Index,Unnamed: 63,3152942.01
            Industrial Machinery,DSMCINDU Index,Unnamed: 10,9597.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 11,9840.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 12,10045.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 13,9666.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 14,9528.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 15,9577.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 16,9912.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 17,9845.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 18,9898.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 19,9944.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 20,10612.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 21,10731.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 22,10388.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 23,9465.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 24,7915.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 25,8247.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 26,8784.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 27,9291.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 28,10056.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 29,9716.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 30,9110.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 31,8760.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 32,8427.0
            Industrial Machinery,DSMCINDU Index,Unnamed: 33,8950.0
