iteration,uss_enterprise_value,uss_share_price,nippon_enterprise_value,nippon_share_price,total_fcf_10y,avg_ebitda,avg_ebitda_margin,terminal_ebitda,margin_factor,capex_factor,effective_tariff_rate,tariff_adjustment_hrc
1696,21381.357947325752,88.9571464325589,29003.197743621287,122.83198997165016,22630.684879119457,3889.055620694204,0.17563811955479655,4022.9445135570936,0.9058877424080508,1.135330425154284,0.25,1.0
1697,7762.209914750099,28.427599621111554,11082.389503940854,43.18395335084824,7043.604430188708,1889.0448827225143,0.12847425445387053,2573.3795384347322,1.0394285338285412,1.1111132150181775,0.25,1.0
1698,17908.604818795142,73.52268808353396,24601.81144559964,103.27027309155396,17220.566022735955,3241.0524222482936,0.18994615014515487,3942.466323079888,1.0764790482849047,1.0135850070041201,0.1625157799943716,0.947509467996623
1699,12517.953259767432,49.56423671007747,16815.155126301066,68.66291167244918,12261.910307555847,2549.9391289034747,0.14964827396829486,2811.904388139329,0.9842891411014872,0.992926861171175,0.25,1.0
1700,13515.706823808372,53.99869699470388,18443.46782091402,75.89985698184009,12420.265196437183,2532.674950694122,0.15107441703483976,3143.889023316347,0.9528685595438056,0.8629076438205738,0.25,1.0
1701,11147.526984099468,43.4734532626643,15048.383425098393,60.8105930004373,10821.502236443554,2407.921805240331,0.15499016114169295,2564.0510889905954,1.0691677792139667,0.90079253554395,0.25,1.0
1702,18382.112953396572,75.62716868176254,24285.689178598095,101.86528523821376,18694.314661546432,3517.064401316243,0.16913424033228033,3770.3066423094956,1.0060548995005858,0.9049214856326626,0.2282445309447066,0.9869467185668239
1703,13023.206668748082,51.809807416658145,18414.068604314503,75.76919379695335,11527.992012444607,2371.611387604018,0.14465411966372918,3193.569226198302,0.9273502543832534,1.056428412575082,0.25,1.0
1704,22465.30189346078,93.7746750820479,30574.42306007611,129.81521360033827,23597.840984670755,4199.883011010996,0.2005962249643877,5247.212598353849,1.075889485795412,1.0674913317484163,0.31603195680194496,1.0396191740811669
1705,22424.608680048026,93.59381635576901,30648.078021811118,130.14256898582718,22175.617410058647,3989.1221524892126,0.18470655476400866,4984.899908644487,1.0190467077411238,0.9641709841890479,0.25,1.0
1706,11278.899513941815,44.05733117307473,16002.163899782749,65.04961733236777,10192.938583221996,2281.2331185481967,0.14086097622190913,2908.0847351895695,1.0121515054584174,0.886899385732087,0.25,1.0
1707,23059.78537349191,96.41682388218628,31108.852594726453,132.19045597656202,23675.277482031324,4060.41480721486,0.18617708711090813,4834.35639729791,0.9345904603241132,1.0872202876722985,0.25,1.0
1708,12287.479073095728,48.53990699153657,16370.712140572125,66.68760951365388,12469.964165861771,2567.0162158167486,0.1480341920486362,2816.5136522268317,0.9625975168128756,0.9804742263956736,0.18692689523818917,0.9621561371429135
1709,8318.861641357898,30.90160729492399,11534.396313804193,45.19287250579641,8374.32515528564,2070.3947395094037,0.1365792652067989,2444.2215245645048,1.0496845596518318,1.1285736988200208,0.25,1.0
1710,14970.270314877504,60.46342362167779,20362.3982664667,84.42843673985199,14388.826938990478,2891.3679981040823,0.16456186630983738,3643.198551969648,1.0389730587314463,1.1557464526240417,0.25,1.0
1711,6834.421001121864,24.304093338319394,9608.04770116012,36.6313231162672,6453.366460763976,1770.522459115783,0.12421234608739029,2024.4924526241973,1.0205602466637453,0.9571230278305513,0.25,1.0
1712,5599.803892986684,18.81690619105193,8262.237696707372,30.649945318699434,4012.152555002861,1384.2053126667104,0.10517838852041869,1764.5056007991823,0.9636288773342081,0.888335221157379,0.25,1.0
1713,22485.755540236147,93.86558017882732,29872.560902480778,126.6958262332479,23122.011906874,4076.753993638096,0.20437559539714614,4750.562522879235,1.0574448379859462,0.9620850113532338,0.25,1.0
1714,15818.144926686213,64.2317552297165,20891.903661453034,86.78179405090238,16186.126558819275,3066.671456307438,0.17291145185280948,3253.856723355741,0.990638624214051,0.9565537617020448,0.25,1.0
1715,19340.354090835917,79.88601818149297,26890.68909033227,113.44306262369898,20522.590398487613,3637.133418549044,0.1845992145581688,4053.4183071397333,0.9653205655683108,1.1145221933731198,0.1694711724847187,0.9516827034908313
1716,14886.582655438984,60.09147846861771,20068.71746038741,83.12318871283293,16045.669485456136,3123.601059276123,0.16962695336099637,3516.547494466916,1.045614807619938,1.0724062779640458,0.2713837266160093,1.0128302359696055
1717,13148.910073490373,52.36848921551277,18576.263347841534,76.49005932374016,12981.106411724497,2576.8396840337305,0.15253489777583695,3007.0432913553304,0.9318606303779845,1.088431287439186,0.25,1.0
1718,34243.855080241665,146.12380035662963,46740.77083748658,201.66564816660704,33003.053858907886,5331.9545666218155,0.2022409180929605,7058.174593392745,0.9121363167097497,1.015435854318714,0.25,1.0
1719,6187.816506551237,21.430295584672162,9046.204118671349,34.13424052742822,5525.768235462835,1626.1034670794272,0.11028217580787829,1784.3774546066632,0.9843667571381753,1.0449096504094797,0.25,1.0
1720,7147.137617870587,25.69394496831372,10240.116104015995,39.440516017848864,5894.637783102067,1794.557789771222,0.12321750538139357,2060.281346270021,1.0993341520755653,1.0112218321398612,0.15980551119186803,0.9458833067151208
1721,10688.574557577193,41.43366470034308,14759.173719826333,59.52521653256148,10577.381487476488,2314.255472395683,0.14157112576179257,2840.0172992270586,0.9564302516965375,1.0726465323509902,0.25,1.0
1722,19885.671870388935,82.30965275728416,27026.926156158028,114.04856069403569,19823.68620990521,3723.6221517338636,0.1788057629768182,4587.375358118974,1.064791022557613,1.025350642221692,0.14816796443230912,0.9389007786593855
1723,24494.579835571716,102.79368815809651,33822.88794728504,144.25283532126684,24081.141642508177,4229.021619960645,0.19556809185290172,5204.181141986152,1.0308474742850375,0.9192796171199455,0.25,1.0
1724,12904.783319639559,51.28348142062026,17714.496750623337,72.65998555832594,12397.954700818023,2554.4579183423793,0.14603124082135224,3289.502342764925,0.9600422189105478,1.0273800529079815,0.25,1.0
1725,8924.23490516816,33.592155134080706,12385.247496865848,48.97443331940377,7979.564189805035,2082.053919118919,0.1394783938842354,2538.6127519004876,1.1203899887128834,0.9092023003851609,0.10305658203308121,0.9118339492198487
1726,11932.929169428298,46.96412964190355,16865.384906301257,68.8861551391167,10755.885567454498,2358.9832495699065,0.14896924766949882,3038.730147608649,1.0236229627436408,1.0072225178338141,0.25,1.0
1727,7941.632706524965,29.225034251222066,11529.820896479041,45.17253731768463,6586.087698614886,1875.156649358937,0.12008978787359077,2031.8491819795213,1.0406443387585869,0.9482570328531671,0.1661003225026646,0.9496601935015988
1728,16679.219263590585,68.05875228262482,22587.113562782786,94.3160602790346,16917.82205179908,3163.269554459198,0.16453173343040597,3646.3681190690054,0.9640786374276227,0.990545994909053,0.25,1.0
1729,21932.078392322866,91.40479285476829,29920.256134279487,126.90780504124217,22654.464131083598,4056.5158276138486,0.2017389547488291,4604.322345010751,1.0760568502755998,1.0926576163074555,0.25,1.0
1730,33438.12890086258,142.54279511494482,45276.26576293656,195.15673672416247,32319.79162410409,5283.518677939418,0.20663294645656785,6702.671863027073,0.9519921010247694,0.9923575661328163,0.25,1.0
1731,17826.28458328284,73.15682037014595,24458.67508058981,102.63411146928803,17050.461133830966,3197.342170437924,0.17421404978702099,4204.344114804796,0.9898293173641224,1.0968978717887983,0.25,1.0
1732,17793.377092633073,73.01056485614698,24544.649244325068,103.01621886366696,18600.099552783216,3441.453192338311,0.18308508825791378,4047.3722135951675,1.0280309486768342,1.255672343460923,0.3911830456323994,1.0847098273794396
1733,20358.955230396547,84.41313435731799,28345.827767205777,119.91034563202568,20081.115591788497,3592.859927433406,0.16977811406440013,4664.520852433734,0.9297523642280561,1.1916275577163788,0.25,1.0
1734,8586.194614820506,32.08975384364669,12142.744911574331,47.89664405144147,8012.777015433544,1935.6931985235867,0.13311391122263977,2283.573036972754,0.9886492593256282,1.0744966409648347,0.25,1.0
1735,22054.889955895203,91.9506220262009,29979.464753085416,127.17095445815741,21597.004316785842,3867.01342115692,0.1794327021465049,5223.839567905272,0.9902668814029316,1.0669032632460618,0.25,1.0
1736,16514.011154339383,67.32449401928615,21693.68844584983,90.3452819815548,16915.226086016864,3207.8018298816223,0.15995719488773988,3390.6465833199577,0.9641188725164761,0.9539157242088789,0.25,1.0
1737,11085.516865727315,43.19785273656584,15431.92723511007,62.51523215604475,10586.295302980498,2353.7718535914278,0.13700651579035608,2646.271624122957,0.9876618523085565,1.0473630163762946,0.27342000668367067,1.0140520040102023
1738,10317.08312315447,39.78259165846431,14110.277290945127,56.641232404200565,10571.231190719209,2287.5477532067457,0.13301557303946734,2600.9828677588503,0.9394052240893555,1.2203975310328676,0.25,1.0
1739,14719.322490530263,59.34809995791228,20738.04689641972,86.09798620630987,13831.925314287655,2703.573233892118,0.15323771784309262,3674.566056435422,0.9255680325496654,0.9451502277894549,0.25,1.0
1740,7117.162203271437,25.560720903428606,10150.185653557444,39.04082512692197,6077.794926884663,1648.9936089269743,0.12210589855375509,2074.8758278413065,0.9598867031159246,1.113119109750447,0.18858055108094762,0.9631483306485685
1741,13836.394609319172,55.42397604141854,18811.806807780595,77.53691914569153,12648.347366035894,2644.799111383129,0.17305939339252227,3169.3269870286485,1.0862047894585882,0.8681967597444539,0.25,1.0
1742,7544.476012809123,27.459893390262767,10389.964089490362,40.10650706440161,7207.018795110541,1847.310762434735,0.12661532998441133,1822.4578760184988,0.9912787285680245,0.9188179952002847,0.25,1.0
1743,27117.511389439238,114.45116173084105,36895.61713901948,157.90940950675324,28060.314449265876,4776.792865756513,0.21595582905536098,5731.375581486182,1.056034142980919,0.9803927654365412,0.2574080562396137,1.0044448337437681
1744,18293.62980974453,75.23391026553124,24745.079236543483,103.90701882908215,18987.844505635254,3548.8515021402854,0.18274035790524595,4130.232380872975,1.0633711378375708,1.0090632582141248,0.25,1.0
1745,19374.77310650852,80.03899158448232,25840.84368039089,108.77708302395952,20044.18426478742,3568.6838804575423,0.1809603113317774,4628.931049906788,0.9662332473039088,1.008499718237768,0.25,1.0
1746,17523.943868001665,71.81308385778517,23776.49747064551,99.60221098064672,19110.730352362123,3364.732676327601,0.16971934716103088,3740.352695200743,0.885374444224791,1.1745126547857763,0.25,1.0
1747,28319.36769734098,119.79274532151545,38768.80891013748,166.2347062672777,27146.49278559508,4639.37198886032,0.21618166644491793,5561.3145094121055,1.0678548886155756,0.9304690882197852,0.25,1.0
1748,11519.172631352232,45.12521169489881,16042.665578163258,65.2296247918367,10448.961875771094,2347.7697794897017,0.13915880274310163,3092.2789847207105,0.9950157389434854,1.0032508392645032,0.25,1.0
1749,5068.14218463026,16.453965265023378,7470.331869684894,27.130363865266194,3949.8965947101483,1480.3079367804128,0.10905163626436679,1787.8189188645147,1.0443788811335102,0.8949483530481073,0.25,1.0
1750,10024.444289343635,38.48197461930505,13606.463705849395,54.4020609148862,10994.175448825616,2447.1348116475715,0.16740810299604567,3018.224558417705,1.1216552030348308,1.205798474183928,0.25,1.0
1751,28032.46764876674,118.51763399451883,38330.340416882704,164.28595740836758,27531.347211717726,4691.3895608316725,0.23329164509190378,5635.027712983435,1.1187277648315002,1.0100944920812336,0.25,1.0
1752,19828.410395314077,82.055157312507,27229.154726529636,114.94735434013171,20659.43937035859,3860.477054238171,0.18733685410841117,5075.951415998374,1.1147358259050772,1.0911445250083065,0.25,1.0
1753,17980.074679398826,73.84033190843923,24341.02591437185,102.11122628609711,17759.06944197683,3273.3566423135285,0.17368928782098683,4193.329435385646,0.9811725728417602,0.9590934831027538,0.25,1.0
1754,14732.789880767372,59.407955025632766,20085.922083113583,83.19965370272703,14888.095152174677,2937.7939721054736,0.18061358140578335,3284.143050504267,1.0686377382479415,0.99715616123626,0.25,1.0
1755,5991.6296912212,20.558354183205335,8825.204714619822,33.15202095386587,4796.140772374987,1550.5298681005643,0.12382883485266026,1952.0342274385491,1.0778237262062638,1.0107261556827336,0.25,1.0
1756,20994.58113043222,87.23813835747653,28874.0553773744,122.25802389944178,22453.72484636018,4012.3510710595283,0.20554380147718576,5023.440708015549,1.0913784664247472,1.1795852088240506,0.25,1.0
1757,18920.476768647288,78.0198967495435,26574.380238786875,112.03724550571944,18436.68742745154,3449.258317665541,0.16822176952478615,4342.912083159583,0.9882070388697224,1.0408990799550588,0.25,1.0
1758,8432.016960940366,31.404519826401625,11820.006359633331,46.46225048725925,7614.1057660585575,1971.9781510219298,0.13066663069191253,2028.5407932843032,1.0293156139949728,1.0022570750864657,0.06087669561745146,0.8865260173704709
1759,18931.831552246018,78.07036245442674,26780.191037724202,112.95196016766312,19182.143870741926,3523.751165309695,0.18430803266000675,4522.22111288337,1.0336593001712326,1.1664921838237436,0.15665818066105697,0.9439949083966341
1760,15392.184414652496,62.33859739845554,22070.73904324123,92.02106241440546,14517.034553874306,2755.574217514662,0.15151390246681384,3403.818915263452,0.8837475187917253,1.1165862629791854,0.25,1.0
1761,22808.32542854395,95.299224126862,30214.776962929634,128.2167865019095,23668.87684374732,4022.798816853674,0.1941259326402102,4353.766626671487,0.9341041601064592,0.9744409933307099,0.25,1.0
1762,16826.113352876433,68.71161490167303,22322.787471107575,93.141277649367,18328.73731060121,3277.0305159278114,0.1813276027537777,3632.5507290159503,0.9420088968910554,1.1411686893160222,0.25,1.0
1763,8015.775083543239,29.55455592685884,11507.930040288838,45.075244623505945,7886.0123279437685,1986.7662571566973,0.12914375101261064,2209.3489254425294,0.9993025812230977,1.1658084923291463,0.25,1.0
1764,5960.273134660545,20.418991709602423,8337.537666678763,30.984611851905616,5504.236081676268,1571.6384448554436,0.10700955814450402,1800.5540187157176,0.9218269122680203,0.9516109628673258,0.25,1.0
1765,14639.906845695992,58.99514153642663,20367.427754907767,84.4507900218123,13759.67800319592,2816.9357962104123,0.1656901886872241,3637.6258813797735,1.0605903734316933,1.0940013365054115,0.2004382159132334,0.97026292954794
1766,9423.543404864175,35.811304021618554,13119.783036129307,52.23903571613025,9075.520904976054,2177.106335593242,0.13552044174611927,2814.1714385671676,1.0206711837398967,1.0712807021483797,0.25,1.0
1767,10004.73200977148,38.39436448787325,13577.012559528073,54.27116693123588,10318.724675086381,2258.5748240799944,0.13794116225137926,2293.589295923509,0.9487125884351655,1.0531142939766478,0.25,1.0
1768,13590.493538257762,54.33108239225672,19315.43434688974,79.7752637639544,12979.178198095318,2637.955019329071,0.1492765522885256,3254.781605630015,0.9518589164242048,1.1597224630923149,0.25,1.0
1769,23140.450896580736,96.77533731813661,31859.48765077901,135.52661178124004,23748.912241194943,4202.672102623959,0.21472558653615229,5848.424035596101,1.1077257626957042,1.1212424250120627,0.1795650806285079,0.9577390483771048
1770,11586.742176391106,45.42552078396047,15711.347412638192,63.757099611725295,12093.036924320728,2450.8341366237123,0.1513190499819994,2735.637362201744,0.9343621262856414,1.190203013591379,0.25,1.0
1771,17537.12524712907,71.8716677650181,24265.378814049753,101.77501695133223,15806.851363666305,3170.2867053096165,0.16922832796153855,3972.251519546567,1.087500928104836,0.925964199220106,0.14631481901450843,0.937788891408705
1772,13590.868315749094,54.33274806999597,17701.15210236542,72.60067601051298,14328.87399621619,2864.611771034357,0.16592469371621135,2666.4184309796774,1.0311163201520779,1.0348449118812257,0.25,1.0
1773,15814.524205312739,64.21566313472329,22301.672133121592,93.04743170276264,14869.438837419608,2910.3430549645886,0.16702065590995338,3756.0737386906303,1.0082612186492481,1.058948991742245,0.25,1.0
1774,24172.560991460334,101.36249329537927,33144.097182571044,141.23598747809353,23400.933627461323,4121.15475722547,0.1862065982945767,5225.023294148888,0.9855896903800905,1.133804669459598,0.25,1.0
1775,18080.089333719417,74.28484148319741,24810.564854758057,104.19806602114691,18484.29954852022,3407.9240029528532,0.16920119434829178,3868.9944388521176,0.9590576834618075,1.089163576598486,0.25,1.0
1776,15446.334228677224,62.57926323856544,20425.234894560283,84.70771064249014,15869.002563144035,3133.7812990918846,0.1690488409745081,3271.4483737333358,1.0593766376456906,0.9894640618396848,0.25,1.0
1777,9300.241569776654,35.26329586567402,12944.980609256272,51.46213604113899,8876.98858574944,2089.7620964097887,0.1307889384846055,2423.178134950148,0.9700188790661516,1.0148864312225268,0.25,1.0
1778,12871.776820800727,51.13678587022545,17518.190423782464,71.78751299458872,12589.927671105863,2668.4613496097336,0.1650935977303523,3051.3270240388742,1.080842541019847,1.0302180867462793,0.3299342149983662,1.0479605289990197
1779,8268.55235642392,30.678010472995197,11720.082017779601,46.01814230124267,7415.596918515208,1877.6660919130434,0.1374298980874737,2355.3618994612793,1.0220631668053468,1.0645929853864773,0.25,1.0
1780,14689.193592411411,59.21419374405072,20361.41545560243,84.42406869156635,14439.33363282163,2952.4153878667166,0.16077579158311772,3411.6642430062216,1.0648426220903207,1.1113635997578573,0.25,1.0
1781,10056.90551530606,38.6262467346936,13781.302101203883,55.179120449795036,10904.69603525924,2338.249957518669,0.1424564342268644,2660.7237126463165,0.9576720328748698,1.185833832432897,0.08672239858563226,0.9020334391513793
1782,10363.085864021958,39.987048284542034,14395.586913235224,57.909275169934325,10541.058328486039,2382.7988664934487,0.16166361696203702,2547.7547842725116,1.1202584093902779,1.1373470543380644,0.25,1.0
1783,15161.40416423565,61.31290739660289,20863.074986214135,86.65366660539615,15329.527041609928,3008.7872987336978,0.14938495057099085,3396.739874698655,0.946252525449881,1.044559002142892,0.25,1.0
1784,12535.087128058849,49.64038723581711,17496.174239254284,71.6896632855746,11805.939737734705,2466.0246915378502,0.14489093651635268,3280.1637318774488,0.958713847131748,0.964658084418201,0.25,1.0
1785,11354.86712605871,44.394965004705384,15530.491042205096,62.95329352091154,12054.31296590623,2553.277259970126,0.15190829879777715,2802.7775111465207,1.0234771871068562,1.1341922282864663,0.17103106614576796,0.9526186396874607
1786,8903.460630817528,33.49982502585568,12439.756802521002,49.21669690009334,8190.389989426765,1957.3368813445702,0.12872575576235126,2232.0537050838084,0.9601713019416328,1.080491600398298,0.25,1.0
1787,14086.778675749729,56.53679411444324,19886.51042300826,82.3133796578145,13912.951401030923,2809.2069857163033,0.15734412211144094,3398.327566444448,1.0181898553791446,1.050903370520605,0.23933106043992797,0.9935986362639568
1788,12437.365485024537,49.206068822331275,17181.031848883467,70.28903043948208,12940.594992314132,2539.6082483794244,0.14959918693424554,2763.4950037345807,0.9162057352383073,1.0117750545133972,0.25,1.0
1789,9424.010156239334,35.81337847217482,12981.703791633836,51.625350185039274,9704.199095318163,2304.326889362809,0.14121139496312654,2473.3292247197646,1.0695368726744983,1.1880195159415614,0.25,1.0
1790,21273.854873801512,88.47935499467339,30260.642785128086,128.42063460056926,20600.969837907236,3725.5462190292146,0.18432083364384746,4739.380304700297,1.0085388933218113,1.026543168860873,0.25,1.0
1791,13127.199122869824,52.271996101643666,18218.33251131496,74.89925560584426,12721.181818077086,2632.2066797937528,0.14920392143875502,3326.9461767951875,0.9900277868320201,1.0649423651123193,0.25,1.0
1792,11776.712804232791,46.269834685479076,15969.408297585493,64.90403687815774,11909.45502673367,2512.5034069243534,0.15538834653281225,2918.3410065299627,1.0227316370491524,1.00067462220363,0.25,1.0
1793,14974.590419805249,60.48262408802333,20255.94061179905,83.95529160799579,15304.366333599473,2958.951879462806,0.16367568233177604,3108.2837103860866,0.984628901769686,0.9829224287322924,0.25,1.0
1794,28433.429365711712,120.29968606982983,39472.62075542724,169.36275891300997,28765.533971844543,4823.027735353098,0.21486739865640578,6652.167660754976,1.03357423342691,1.2206853939682225,0.25,1.0
1795,8339.260333823446,30.992268150326424,11900.787601196535,46.821278227540155,7714.162073595176,1859.469236400651,0.12088303888389532,2121.9046943199637,0.9154610733331978,1.0785201752050537,0.25,1.0
1796,6073.356699405533,20.921585330691258,8531.625417443483,31.847224077526594,5370.172813125546,1597.9993528229968,0.12001008636864822,1805.2266228143346,1.012933900572241,0.8595006322572699,0.25,1.0
1797,15029.825526109353,60.7281134493749,20211.575266556552,83.7581122958069,14703.697628662163,2862.1436682288722,0.1693548462923261,3611.53691183213,0.9923981294585797,0.8796148519605819,0.25,1.0
1798,17436.809993494826,71.42582219331034,23451.49520914259,98.15775648507818,17932.98480822849,3403.281245325955,0.18644530226376557,3773.7528912249827,1.0847498807330576,1.135860423706777,0.25,1.0
1799,17995.71339372191,73.90983730543071,24450.42177533872,102.59743011261654,18186.455210480482,3404.8606292086693,0.17963080264380135,4403.988889220695,1.0279353498428634,1.0977155274643446,0.25,1.0
1800,23177.28382944607,96.93903924198254,31652.40580873382,134.60624803881697,23175.507735715382,4120.896544995659,0.21823471491995136,5638.349022549821,1.1312177138702877,1.1083231216658431,0.25,1.0
1801,17865.066261530796,73.32918338458131,24723.592868939326,103.81152386195257,16595.08393213213,3109.060596180516,0.16576245910880466,3989.31405170925,0.9517829575224203,0.9672976311016697,0.25,1.0
1802,18895.3520364775,77.90823127323333,25720.113865767984,108.24050607007993,19441.16621080167,3661.435533939405,0.18942936519016224,4276.724805887639,1.1177057884966421,1.1129061183578595,0.25,1.0
1803,9074.149652592514,34.258442900411175,12806.303607703103,50.84579381201379,8534.629277733804,2077.313707615607,0.1359309953002304,2434.633161755912,1.0351464753577373,1.0776087490921062,0.014585903417012368,0.8587515420502074
1804,9453.94236862379,35.94641052721684,12906.876915236617,51.292786289940516,9067.363312973013,2202.0235298218563,0.14159444377404742,2358.50408210035,1.0704106308392933,1.0744567719867764,0.25,1.0
1805,16312.550304971764,66.42911246654117,22769.929127536238,95.12857390016106,17258.40595983945,3279.6714814669012,0.17329853068086354,3927.662391857082,1.0195219297478517,1.2105325572456411,0.25,1.0
1806,14089.924233645108,56.550774371756034,19875.247782780687,82.26332347902527,13058.993453054834,2652.6992240881223,0.1566479459122162,3281.7829086301585,0.9853661716363733,0.992521935421096,0.25,1.0
1807,26662.536041127856,112.42904907167936,37134.799063411825,158.97244028183033,25511.470892233523,4410.492375536733,0.19722566477874623,5122.050208051011,1.0179184432920718,0.9292410507305395,0.25,1.0
1808,14695.121786427946,59.24054127301309,19439.66033718305,80.32737927636911,15049.944928623772,2981.8637101890254,0.1698935454675831,3123.9629626370674,1.0622793277864746,0.9356086278295389,0.25,1.0
1809,12862.57409006121,51.095884844716494,17279.24477254771,70.72553232243426,13148.596798062777,2699.0474680832062,0.15888156355056762,3175.175138915308,1.0224632339704418,1.0017820225989291,0.25,1.0
